Query,Description,Title,URL,Snippet,Total Judgement,Relevant,Irrelevant
North Sea Oil Environment,What steps are being taken to protect the environment given the increase in oil exploration and production in the North Sea?,North Sea Oil Rigs Urged To Go Vegan Ahead Of Earth Day ...,https://www.plantbasednews.org/news/north-sea-oil-rigs-urged-go-vegan-earth-day,"Oil giant Shell is being urged to go vegan ahead of Earth Day on April 22.. Animal rights charity PETA has written to Royal Dutch Shell asking it to 'offset some of the environmental damage done by drilling for oil by serving vegan meals on all its offshore oil rigs in the North Sea, where workers live for months at a time'.",6,4,2
Damages in Ozone Layer,What holes in the ozone layer are not an effect of pollution?,What Causes Damage to the Ozone Layer? | Reference.com,https://www.reference.com/science/causes-damage-ozone-layer-95355f52a601550d,"The ozone layer is being damaged by pollutants in the air that are mostly man-made, such as chlorine and bromine. The ozone damage occurs in the stratosphere and troposphere. The lower pollution in the troposphere has many of the same causes as the upper destruction, but causes more visible and health-related issues than the stratosphere damage.",6,6,0
Damages in Ozone Layer,What holes in the ozone layer are not an effect of pollution?,Ozone depletion facts and information - National Geographic,https://www.nationalgeographic.com/environment/global-warming/ozone-depletion/,Over the past 30 years humans have made progress in stopping damage to the ozone layer by curbing the use of certain chemicals. But more remains to be done to protect and restore the atmospheric ...,6,4,2
Damages in Ozone Layer,What holes in the ozone layer are not an effect of pollution?,How Do CFCs Damage the Ozone Layer? | Sciencing,https://sciencing.com/do-cfcs-damage-ozone-layer-5149840.html,"How Do CFCs Damage the Ozone Layer? ... The ozone layer is about 300 to 500 DU thick on average, which is about the thickness of two stacked pennies. The Effect of CFCs. Scientists first began to realize the potential for chlorine to interact destructively with ozone in the early 1970s, and Sherwood Rowland and Mario Molina warned of the danger ...",6,5,1
Damages in Ozone Layer,What holes in the ozone layer are not an effect of pollution?,Basic Ozone Layer Science | US EPA,https://www.epa.gov/ozone-layer-protection/basic-ozone-layer-science,"The Earth's ozone layer ozone layerThe region of the stratosphere containing the bulk of atmospheric ozone. The ozone layer lies approximately 15-40 kilometers (10-25 miles) above the Earth's surface, in the stratosphere. Depletion of this layer by ozone depleting substances (ODS) will lead to higher UVB levels, which in turn will cause increased skin cancers and cataracts and potential damage ...",1,1,0
Damages in Ozone Layer,What holes in the ozone layer are not an effect of pollution?,Ozone depletion - Wikipedia,https://en.wikipedia.org/wiki/Ozone_depletion,"Consequences of ozone layer depletion. Since the ozone layer absorbs UVB ultraviolet light from the sun, ozone layer depletion increases surface UVB levels (all else equal), which could lead to damage, including increase in skin cancer. This was the reason for the Montreal Protocol.",1,1,0
Damages in Ozone Layer,What holes in the ozone layer are not an effect of pollution?,Ozone layer - Wikipedia,https://en.wikipedia.org/wiki/Ozone_layer,"Lay people were cautious about a depletion of the ozone layer and the risks of skin cancer. In 1978, the United States, Canada and Norway enacted bans on CFC-containing aerosol sprays that damage the ozone layer. The European Community rejected an analogous proposal to do the same.",1,1,0
Who is the managing director of FIAT?,Who is the managing director of FIAT?,Board of Directors | FCA Group,https://www.fcagroup.com/en-US/group/governance/board_of_directors/Pages/default.aspx,"Pursuant to Article 14 of the Company’s Articles of Association, the Board of Directors is responsible for the management and strategic direction of the Group.",10,5,5
Who is the managing director of FIAT?,Who is the managing director of FIAT?,New managing director for Fiat Group UK | Car Manufacturer ...,https://www.am-online.com/news/2012/7/19/new-managing-director-for-fiat-group-uk/31321/,Steve Zanlunghi will take over from Andrew Humberstone as managing director of Fiat Group Automobiles UK on August 1. Humberstone is leaving the UK after heading the group for the last five years to pursue other opportunities within the group abroad. Zanlunghi most recently held the role of director ...,10,8,2
Who is the managing director of FIAT?,Who is the managing director of FIAT?,Fiat Chrysler Automobiles UK Ltd Managing Director Email ...,https://www.ceoemail.com/s.php?id=ceo-8957,Fiat Chrysler Automobiles UK Ltd Managing Director Email ...,10,4,6
How can you save energy?,How can you save energy?,The Top 10 Ways to Save Energy in 2019 | EnergySage,https://www.energysage.com/energy-efficiency/101/ways-to-save-energy/,"Energy conservation is important and beneficial for many reasons. You can save money, increase your property value, and protect the environment all through simple energy-saving measures. These are great benefits you can gain from saving energy no matter your exact motivation for conservation in the first place.",13,13,0
How can you save energy?,How can you save energy?,How to Save Energy in Your Home (with Pictures) - wikiHow,https://www.wikihow.com/Save-Energy-in-Your-Home,"How to Save Energy in Your Home. Saving energy around the house is good for your wallet, good for you and the family, and good for the environment. But energy conservation around the house is more complex than just using less electricity,...",13,13,0
How can you save energy?,How can you save energy?,TVA Kids: How You Can Save Energy,https://www.tvakids.com/electricity/conservation.htm,"How You Can Save Energy . It's hard to imagine life without electricity. In our homes, we rely on it to power our lights, appliances and electronics. Many of us also use electricity to provide our homes with hot water, heat and air conditioning. There are many ways you can use less electricity right now! What you can do",12,12,0
How can you save energy?,How can you save energy?,20 THINGS YOU CAN DO TO CONSERVE ENERGY,https://ecomall.com/greenshopping/20things.htm,"20 THINGS YOU CAN DO TO CONSERVE ENERGY. W. henever you save energy, you not only save money, you also reduce the demand for such fossil fuels as coal, oil, and natural gas.. Less burning of fossil fuels also means lower emissions of carbon dioxide (CO2), the primary contributor to global warming, and other pollutants.",4,4,0
How can you save energy?,How can you save energy?,Top 10 ways to save on energy bills,https://www.victorianenergysaver.vic.gov.au/save-energy-and-money/top-10-ways-to-save-on-energy-bills,"An in-home energy assessment can help you identify and improve the features of your home that are contributing to high energy bills. Whether you're selling or renovating, renting or worried about energy bills, you can a home energy assessment and find out how to make your home save energy and money on bills.",4,4,0
How can you save energy?,How can you save energy?,10 Easy Ways to Save on Energy at Home | Mother Earth News,https://www.motherearthnews.com/renewable-energy/energy-efficiency/save-money-on-energy,"10 Easy Ways to Save on Energy at Home You can save money and lower your utility bills with these tips for energy efficiency. By Sean Rosner | July 21, 2009. Unplugging devices when they’re not ...",4,4,0
Where was Greenpeace founded?,Where was Greenpeace founded?,Greenpeace - Wikipedia,https://en.wikipedia.org/wiki/Greenpeace,"Greenpeace is a non-governmental environmental organization with offices in over 39 countries and an international coordinating body in Amsterdam, the Netherlands. Greenpeace was founded in 1971 by Irving Stowe and Dorothy Stowe, Canadian and US ex-pat environmental activists.",10,10,0
Where was Greenpeace founded?,Where was Greenpeace founded?,The Founders of Greenpeace | Greenpeace International,https://www.greenpeace.org/archive-international/en/about/history/founders/,"The approach worked brilliantly. Greenpeace quickly became a media household name around the world. Hunter’s spirit of courage, defiance and media-savviness continues to define Greenpeace up to the present day. The organisation he co-founded and shaped in a way few others have, will always be blessed with his spirit.",10,7,3
Where was Greenpeace founded?,Where was Greenpeace founded?,Greenpeace Fund,https://greenpeacefund.org/,"Greenpeace is a diverse, multi-cultural movement of ordinary individuals determined to bring about the extraordinary change necessary to realize a greener, more peaceful future. Greenpeace organizers, researchers, volunteers and members work in solidarity to protect the environment and promote ambitious solutions to the critical issues we face ...",10,5,5
Where was Greenpeace founded?,Where was Greenpeace founded?,Greenpeace Founder: Global Warming Hoax Pushed by Corrupt ...,https://www.breitbart.com/radio/2019/03/07/greenpeace-founder-global-warming-hoax-pushed-corrupt-scientists-hooked-government-grants/,Greenpeace co-founder and former president of Greenpeace Canada Patrick Moore described the cynical and corrupt machinations fueling the narrative of anthropocentric global warming and “climate change” in a Wednesday interview on SiriusXM’s Breitbart News Tonight with hosts Rebecca Mansour and Joel Pollak.,1,1,0
Where was Greenpeace founded?,Where was Greenpeace founded?,Greenpeace Founder: ‘Climate Change Crisis’ Is a ...,https://www.breitbart.com/radio/2019/03/21/greenpeace-founder-climate-change-crisis-is-a-completely-made-up-issue/,Greenpeace co-founder and former president of Greenpeace Canada Patrick Moore described the left’s “climate change” narrative as a “hoax” and “completely made-up issue” in a Wednesday interview on SiriusXM’s Breitbart News Tonight with host Rebecca Mansour and special guest host Dylan Gwinn.,1,1,0
Where was Greenpeace founded?,Where was Greenpeace founded?,Who are the founders of Greenpeace? | Greenspirit ...,http://greenspiritstrategies.com/who-are-the-founders-of-greenpeace/,"Who are the Founders of Greenpeace? In recent years a controversy has developed on the subject of who are the founders, or cofounders, of Greenpeace. I have always considered myself to be a founder of Greenpeace, and until a few years ago, the Greenpeace organization didn’t seem to have any problem with that.",1,1,0
How many pandas are there in the wild in China?,How many pandas are there in the wild in China?,"Wild Panda Population Up Dramatically in China, Government ...",https://www.nationalgeographic.com/news/2015/3/150302-giant-pandas-animals-science-conservation-china/,"Those statistics say there are now 1,864 wild giant pandas living in central China’s Sichuan, Shaanxi, and Gansu Provinces. That’s up from 1,596 estimated animals in a 2003 report, the last ...",12,11,1
How many pandas are there in the wild in China?,How many pandas are there in the wild in China?,China to create 'giant' giant panda reserve to boost wild ...,https://www.theguardian.com/world/2017/mar/31/china-to-create-giant-giant-panda-reserve-to-boost-wild-population,"About 1,864 giant pandas live in the wild. China wants to increase that number to 2,000 by 2025. Photograph: Gavin Maxwell/BBC/BBC NHU China is planning to create a giant panda reserve three times ...",12,6,6
How many pandas are there in the wild in China?,How many pandas are there in the wild in China?,How many giant pandas are in China - Quora,https://www.quora.com/How-many-giant-pandas-are-in-China,"By 2004, there were estimated to be 1,600 pandas alive in the wild. > How does this compare to past figures? In the first ever mass survey that took place between 1974-1977, the researchers estimated that there were around 1,000 -1,100 giant panda...",12,10,2
How many pandas are there in the wild in China?,How many pandas are there in the wild in China?,The Top 4 Places to See Giant Pandas in China - Since 1959!,https://www.chinahighlights.com/travelguide/places-to-see-giant-pandas/,"The best places to see giant pandas are, of course, in Chengdu, the hometown of giant pandas.There are four panda reserves in Chengdu. Choose from them according to what you want to see and do. Our panda specialists frequently visit the reserves to hone their knowledge, and they can each give you an insider’s recommendation and tailor a panda trip that’s right for you.",9,5,4
How many pandas are there in the wild in China?,How many pandas are there in the wild in China?,Giant panda - Wikipedia,https://en.wikipedia.org/wiki/Giant_panda,"The giant panda lives in a few mountain ranges in central China, mainly in Sichuan, but also in neighbouring Shaanxi and Gansu. As a result of farming, deforestation, and other development, the giant panda has been driven out of the lowland areas where it once lived. The giant panda is a conservation-reliant vulnerable species.",8,6,2
How many pandas are there in the wild in China?,How many pandas are there in the wild in China?,How Many Red Pandas Are Left in the Wild? | Reader's Digest,https://www.rd.com/culture/how-many-red-pandas-are-left/,"Unfortunately, the red panda is an endangered species, and there are only a few of these little guys left in the wild. In honor of upcoming Red Panda Day on September 21st, learn more facts about ...",8,3,5
What is the frequency unit?,What is the frequency unit?,What Is the Unit for Frequency? | Reference.com,https://www.reference.com/science/unit-frequency-dce3518eabd09c40,"The unit for frequency in the International System of Units is hertz, which is abbreviated as Hz. One hertz is defined as a frequency of one cycle per second. The clock rate of computer central processing units are measured in megahertz or gigahertz, which allow consumers to compare CPU performance.",5,5,0
What is the frequency unit?,What is the frequency unit?,Frequency - Wikipedia,https://en.wikipedia.org/wiki/Frequency,"Frequency is the number of occurrences of a repeating event per unit of time. It is also referred to as temporal frequency, which emphasizes the contrast to spatial frequency and angular frequency. The period is the duration of time of one cycle in a repeating event, so the period is the reciprocal of the frequency.",5,4,1
What is the frequency unit?,What is the frequency unit?,What is the unit used to measure frequency? - Quora,https://www.quora.com/What-is-the-unit-used-to-measure-frequency,"Hertz, unit of frequency. The number of hertz (abbreviated Hz) equals the number of cycles per second. The frequency of any phenomenon with regular periodic variations can be expressed in hertz, but the term is used most frequently in connection w...",5,5,0
Microsoft Competitors,Which companies are actual or potential competitors or rivals of Microsoft?,Who are Microsoft's (MSFT) Main Competitors? - Investopedia,https://www.investopedia.com/ask/answers/120314/who-are-microsofts-msft-main-competitors.asp,"Microsoft Corporation’s primary competitors include some of the most prominent technology companies in the industry.The list includes well-known brands such as Apple (), Google (), SAP, IBM and ...",11,11,0
Microsoft Competitors,Which companies are actual or potential competitors or rivals of Microsoft?,Student Developer Competitions | Imagine Cup,https://imaginecup.microsoft.com/,"For nearly two decades, students from around the world have competed in the Imagine Cup, Microsoft’s global technology competition just for students, for the chance to win mentorship, networking opportunities, free travel, cash, and other prizes, not to mention the coveted trophy.",11,1,10
Microsoft Competitors,Which companies are actual or potential competitors or rivals of Microsoft?,What Is a List of Microsoft Competitors? | Reference.com,https://www.reference.com/business-finance/list-microsoft-competitors-3cbf1bc26a872518,"Competitors of Microsoft include Apple, Google and Oracle, as of 2014. Microsoft's annual revenues, at more than $86 billion, are higher than Google and Oracle but lower than Apple.",11,11,0
Microsoft Competitors,Which companies are actual or potential competitors or rivals of Microsoft?,Microsoft Corporation Competitors - NASDAQ.com,https://www.nasdaq.com/symbol/msft/competitors,Microsoft Corporation (MSFT) Competitors - View direct and indirect business competitors for Microsoft Corporation and all the companies you research at NASDAQ.com,1,0,1
Microsoft Competitors,Which companies are actual or potential competitors or rivals of Microsoft?,Who are the main competitors of Microsoft - notesmatic.com,https://notesmatic.com/who-are-the-competitors-of-microsoft/,"Main Competitors of Microsoft Inc. . Microsoft is one of the most powerful brands in the technology industry. Apart from production and sales of Windows Operating System, Microsoft is also known as one of the biggest cloud players and for its Microsoft office software.",1,0,1
Microsoft Competitors,Which companies are actual or potential competitors or rivals of Microsoft?,Microsoft's top 12 rivals | Network World,https://www.networkworld.com/article/2199582/microsoft-s-top-12-rivals.html,"Sometimes, Microsoft blurs the lines by forming tight partnerships with competitors, as it has done with Citrix and Yahoo. Here, we'll focus on the rivals we think pose the biggest threat to ...",1,0,1
Oil Price Fluctuation,Why do the international prices of oil change?,What Causes Oil Prices to Fluctuate? - investopedia.com,https://www.investopedia.com/ask/answers/012715/what-causes-oil-prices-fluctuate.asp,"Oil is a commodity, and as such, it tends to see larger fluctuations in price than more stable investments such as stocks and bonds. There are several influences on oil prices, a few of which we ...",14,14,0
Oil Price Fluctuation,Why do the international prices of oil change?,The Underlying Causes of Oil Price Fluctuations | OilPrice.com,https://oilprice.com/Energy/Oil-Prices/The-Underlying-Causes-of-Oil-Price-Fluctuations.html,"The Underlying Causes of Oil Price Fluctuations Join Our Community After oil and gasoline prices continued their relentless march up earlier this year, it was nice to have some relief at the pump ...",14,14,0
Oil Price Fluctuation,Why do the international prices of oil change?,Oil Price News | OilPrice.com,https://oilprice.com/Energy/Oil-Prices/,"Short Covering Halts Oil Price Rout. Oct 04, 2019 at 12:49 | Jim Hyerczyk. U.S. West Texas Intermediate and international-benchmark Brent crude oil futures are in a position to close lower for the ...",15,9,6
Oil Price Fluctuation,Why do the international prices of oil change?,Gasoline price fluctuations - U.S. Energy Information ...,https://www.eia.gov/energyexplained/index.php?page=gasoline_fluctuations,"Gasoline prices can change rapidly if something disrupts crude oil supplies, refinery operations, or gasoline pipeline deliveries. Even when crude oil prices are stable, gasoline prices fluctuate because of seasonal changes in demand and in gasoline specifications. Crude oil and gasoline prices reached record levels in 2008",2,1,1
Oil Price Fluctuation,Why do the international prices of oil change?,Infographic: Why Oil Prices Fluctuate - Visual Capitalist,https://www.visualcapitalist.com/oil-prices-fluctuate/,"Understanding Why Oil Prices Fluctuate. To avoid being caught in a similar situation in the future, it helps to understand why and how oil prices fluctuate. Today’s infographic from Jones Oil is here to help us understand the many different issues that can impact global oil prices.",2,2,0
Oil Price Fluctuation,Why do the international prices of oil change?,Energy - Bloomberg,https://www.bloomberg.com/energy,"Get updated data about energy and oil prices. Find natural gas, emissions, and crude oil price changes. Skip to content. Markets Energy. Before it's here, it's on the Bloomberg Terminal. ...",2,2,0
Films Set in Scotland,Find any information about films whose action is set in Scotland.,Category:Films set in Scotland - Wikipedia,https://en.wikipedia.org/wiki/Category:Films_set_in_Scotland,"Pages in category \Films set in Scotland\"" The following 200 pages are in this category",7,7,0
Films Set in Scotland,Find any information about films whose action is set in Scotland.,Top 12 Movies Filmed in Scotland (With Some Surprises ...,https://www.hillwalktours.com/walking-hiking-blog/films-in-scotland/,"Have a read of the article to which movies were set in Scotland, and then see how well you do in the quiz at the end! Without further ado, here’s some location and film trivia about our Top 12 Films from Scotland. 1. Harry Potter (David Yates, Chris Columbus, Alfonso Cuarón & Mike Newell, 2001-2011)",7,7,0
Films Set in Scotland,Find any information about films whose action is set in Scotland.,9 Greatest Movies Set In Scotland - WhatCulture.com,http://whatculture.com/film/9-greatest-movies-set-in-scotland,9 Greatest Movies Set In Scotland. 88. 5. 9. One Day (2011) David Nicholls international best-selling novel got the big screen treatment in the shape of this 2011 film by An Education director ...,7,7,0
Films Set in Scotland,Find any information about films whose action is set in Scotland.,9 Films Set in Scotland - Movies That Will Inspire You to ...,https://www.aladyinlondon.com/2018/03/films-set-scotland.html,"Lady’s 9 Amazing Films That Will Make You Fall in Love with Scotland March 19, 2018. It’s film time. I’ve written about 21 books to read while traveling, 11 books to read about London, and 15 books that will make you fall in love with England, but now I want to change things up and add movies to the mix.As such, today I bring you 9 films set in Scotland.",2,1,1
Films Set in Scotland,Find any information about films whose action is set in Scotland.,Top 10 Movies Set in Scotland – Best Scottish Movies Ever Made,https://www.anglotopia.net/british-entertainment/brit-tv/top-10-movies-set-in-scotland-best-scottish-movies-ever-made/,"I guess there are two ways of looking at this – films that are set in Scotland, and films that are products of the Scottish film industry. Trainspotting is brilliant, although it can be difficult to watch in parts. Robert Carlyle’s Begbie is one the best characters I’ve ever seen in film.",2,2,0
Films Set in Scotland,Find any information about films whose action is set in Scotland.,Movies Made in Scotland | List of Movies Filmed In Scotland,https://www.ranker.com/list/movies-from-scotland/reference,"Here is a list of popular movies from Scotland, listed by popularity with movie trailers when available. All prominent movies shot in Scotland are included. This list of famous films made in Scotland includes additional information about the movies, such as who directed them and what genre they are.",2,1,1
Films with Keanu Reeves,Find the title of movies starring Keanu Reaves.,Keanu Reeves - IMDb,https://www.imdb.com/name/nm0000206/,"Keanu Reeves, Actor: The Matrix. Keanu Charles Reeves, whose first name means \cool breeze over the mountains\"" in Hawaiian",14,12,2
Films with Keanu Reeves,Find the title of movies starring Keanu Reaves.,Keanu Reeves - Wikipedia,https://en.wikipedia.org/wiki/Keanu_Reeves,"Early life. Keanu Charles Reeves was born in Beirut on September 2, 1964, as the son of Patricia (née Taylor), a costume designer and performer, and Samuel Nowlin Reeves, Jr. His mother is English and from Essex. His father, an American from Hawaii, is of Chinese-Hawaiian, English, Irish, and Portuguese descent. Reeves states that his grandmother is Chinese and Hawaiian and that he grew up ...",14,10,4
Films with Keanu Reeves,Find the title of movies starring Keanu Reaves.,List of Keanu Reeves Movies: Best to Worst - Filmography,https://www.thefamouspeople.com/filmography/keanu-charles-reeves-2060.php,"Keanu Reeves is a Canadian actor, musician, producer, and director. He is best remembered for the science fiction/action series ‘The Matrix’ (1999-2003). He made his acting debut at the age of nine with the theatre production of ‘Damn Yankees’. His first major role was in the film ‘River’s Edge’ which released in 1986.",14,13,1
Films with Keanu Reeves,Find the title of movies starring Keanu Reaves.,Keanu Reeves List of Movies and TV Shows | TV Guide,https://www.tvguide.com/celebrities/keanu-reeves/credits/160190/,"Keanu Reeves full list of movies and tv shows in theaters, in production and upcoming films. Created with Sketch. My Watchlist Keep track of your favorite shows and movies, across all your devices",9,9,0
Films with Keanu Reeves,Find the title of movies starring Keanu Reaves.,My Top 25 Keanu Reeves Movies - IMDb,https://www.imdb.com/list/ls003509962/,"My Top 25 Keanu Reeves Movies. LATEST HEADLINES. Gael García Bernal, Diego Luna Join Cortés and Moctezuma Series at Amazon as Producers",9,9,0
Films with Keanu Reeves,Find the title of movies starring Keanu Reaves.,Films: Keanu Reeves | The List,https://film.list.co.uk/listings/keanu-reeves/,"Cast: Keanu Reeves, Alex Winter, William Sadler, Samara Weaving, Brigette Lundy-Paine, Anthony Carrigan, Kid Cudi, Jillian Bell; The third movie in the Bill and Ted series is currently in development. Alex Winter, who played Ted, has stated that the film will be about the pair as grown-ups and will not simply be a reboot of the original.",9,8,1
Treatment of Industrial Waste,Find documents that describe methods used to treat or dispose of industrial waste.,"Industrial Wastewater Treatment | Services | ChemTreat, Inc.",https://www.chemtreat.com/applications/industrial-wastewater-treatment/,"ChemTreat's advanced industrial wastewater treatment methods make us best-in-class. We customize programs that optimize chemical usage, flow rates, and costs. ChemTreat's advanced industrial wastewater treatment methods make us best-in-class. We customize programs that optimize chemical usage, flow rates, and costs.",7,7,0
Treatment of Industrial Waste,Find documents that describe methods used to treat or dispose of industrial waste.,Industrial Wastewater Treatment - Fish Industry - | IWE Ltd,https://www.industrialwaterequipment.co.uk/industrial-wastewater-treatment-fish-industry/,Sign up for Newsletter. Signup for our newsletter to get notified about sales and new products. Add any text here or remove it.,7,5,2
Treatment of Industrial Waste,Find documents that describe methods used to treat or dispose of industrial waste.,Industrial Wastewater Treatment Sees Strong Growth ...,https://communalnews.com/2019/09/30/industrial-wastewater-treatment-sees-strong-growth/,"The global industrial wastewater treatment service market is projected to reach $28.0 billion by 2024 from an estimated $20.8 billion in 2019, at a CAGR of 6.1% during the forecast period. The market growth can be attributed to the stringency maintained by the government on the illegal and improper discharge of industrial wastewater out in ...",7,6,1
Atomic Energy,Find documents in favour or against the employment of atomic energy for peaceful purposes.,Atomic energy - Wikipedia,https://en.wikipedia.org/wiki/Atomic_energy,"Atomic energy is energy carried by atoms.The term originated in 1903 when Ernest Rutherford began to speak of the possibility of atomic energy. The term was popularized by H. G. Wells in the phrase, \splitting the atom\""",12,6,6
Atomic Energy,Find documents in favour or against the employment of atomic energy for peaceful purposes.,Atomic Energy | United Nations,http://www.un.org/en/sections/issues-depth/atomic-energy/,"The UN and the nuclear age were born almost simultaneously. The horror of the Second World War, culminating in the nuclear blasts at Hiroshima and Nagasaki, brought home the need to address the ...",12,9,3
Atomic Energy,Find documents in favour or against the employment of atomic energy for peaceful purposes.,NRC: Glossary -- Atomic energy,https://www.nrc.gov/reading-rm/basic-ref/glossary/atomic-energy.html,"Atomic energy. The energy that is released through a nuclear reaction or radioactive decay process. Of particular interest is the process known as fission, which occurs in a nuclear reactor and produces energy usually in the form of heat. In a nuclear power plant, this heat is used to boil water in order to produce steam that can be used to drive large turbines.",12,7,5
Solar Eclipse,Find documents reporting whole or partial eclipses of the sun.,Solar eclipse - Wikipedia,https://en.wikipedia.org/wiki/Solar_eclipse,"A solar eclipse occurs when a portion of the Earth is engulfed in a shadow cast by the Moon which fully or partially blocks (\occults\"") sunlight.This occurs when the Sun",15,13,2
Solar Eclipse,Find documents reporting whole or partial eclipses of the sun.,Solar Eclipses: When Is the Next One? | Space,https://www.space.com/15584-solar-eclipses.html,"Editor's note: The next total solar eclipse will occur over Chile and Argentina on July 2, 2019. See our full coverage here. A solar eclipse occurs when the moon gets between Earth and the sun ...",14,14,0
Solar Eclipse,Find documents reporting whole or partial eclipses of the sun.,NASA - Solar Eclipse Page,https://eclipse.gsfc.nasa.gov/solar.html,"This is NASA's official solar eclipse page. It contains maps and tables for 5,000 years of lunar eclipses and includes information on eclipse photography and observing tips.",14,13,1
Solar Eclipse,Find documents reporting whole or partial eclipses of the sun.,"Total solar eclipse of April 8, 2024",https://www.greatamericaneclipse.com/,"A total solar eclipse is unlike anything you've seen in your life. As totality approaches, you will see the astonishing sight of day turning to night and the Sun's corona blazing in the sky. This is truly a great American eclipse because totality will sweep the nation from the Pacific to the Atlantic.",1,1,0
Solar Eclipse,Find documents reporting whole or partial eclipses of the sun.,What Is a Solar Eclipse - timeanddate.com,https://www.timeanddate.com/eclipse/solar-eclipse.html,"Solar eclipses are usually named for their darkest, or maximum, point. The exception is the hybrid eclipse. The darkest point of solar eclipses is only visible from a small area. In most places and for most of the duration, total, annular, and hybrid eclipses look like a partial solar eclipse. Only around New Moon. For a solar eclipse to take ...",1,1,0
Solar Eclipse,Find documents reporting whole or partial eclipses of the sun.,Total Solar Eclipse July 2019 - Live Stream From Chile ...,https://www.exploratorium.edu/eclipse,"TOTAL SOLAR ECLIPSE: LIVE FROM CHILE JULY 2, 2019. This July 2, the Exploratorium continues its 20-year tradition of bringing live images of eclipses to you—we’re traveling to the National Science Foundation's Cerro Tololo Observatory in Chile to broadcast a total solar eclipse visible overhead from parts of South America.",1,1,0
Doping in Sports,In what sports are drugs used illegally?,Doping in sport - Wikipedia,https://en.wikipedia.org/wiki/Doping_in_sport,"Doping existed in other countries, says the expert Jean-Pierre de Mondenard, both communist and capitalist, but the difference with East Germany was that it was a state policy. The Sportvereinigung Dynamo (English:Dynamo Sports Club) was especially singled out as a center for doping in the former East Germany.",10,9,1
Doping in Sports,In what sports are drugs used illegally?,Doping in sport: What is it and how is it being tackled ...,https://www.bbc.com/sport/athletics/33997246,"The issue of doping in sport has been widely discussed in recent weeks, but what exactly is it? BBC Sport explains what it means, why it has become a hot topic, what the types of doping are and ...",10,8,2
Doping in Sports,In what sports are drugs used illegally?,Doping In Sports - Cheating Or Leveling Of The Playing Field?,https://www.forbes.com/sites/roomykhan/2017/12/31/doping-in-sports-cheating-or-leveling-of-the-playing-field/,"Forbes Daily Cover Stories ... Doping In Sports - Cheating Or Leveling Of The Playing Field? ... weightlifting, boxing, wrestling, ice hockey, rugby, and other sports, all have a track record of ...",10,10,0
Doping in Sports,In what sports are drugs used illegally?,Doping in sports - a deadly game - theathlete.org,http://www.theathlete.org/doping-in-sport.htm,"Doping in Sports - A deadly Game \The potential benefits to society and to the individual from sport will only be maximised where fair play is centre stage\"" Council of Europe Introduction. Sport goes beyond a measure of athletic excellence and the winning of trophies and medals.""",5,4,1
Doping in Sports,In what sports are drugs used illegally?,Doping in sports and its spread to at-risk populations: an ...,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2219897/,"Doping became so prevalent in Olympic sport that some argued that all records should be discarded or put on hold until all forms of doping could be detected and stopped. Through the 1980s and 1990s, clandestine doping programs spread from sport to sport guided by modern, albeit unethical, pharmacists and sports medicine professionals.",5,2,3
Doping in Sports,In what sports are drugs used illegally?,Doping in sports: is it worth it? - Medical News Today,https://www.medicalnewstoday.com/articles/305421.php,"Doping in sports is a big issue. What is it and what is being done to stop it? This spotlight looks at some of the issues, including gene doping and blood boosting.",5,2,3
Human Cloning,We seek any information on human cloning including claims of the production of the first human clone.,Human cloning - Wikipedia,https://en.wikipedia.org/wiki/Human_cloning,"Human cloning is the creation of a genetically identical copy (or clone) of a human.The term is generally used to refer to artificial human cloning, which is the reproduction of human cells and tissue.It does not refer to the natural conception and delivery of identical twins.The possibility of human cloning has raised controversies.These ethical concerns have prompted several nations to pass ...",11,11,0
Human Cloning,We seek any information on human cloning including claims of the production of the first human clone.,Cloning Fact Sheet | NHGRI,https://www.genome.gov/about-genomics/fact-sheets/Cloning-Fact-Sheet,"The term cloning describes a number of different processes that can be used to produce genetically identical copies of a biological entity. The copied material, which has the same genetic makeup as the original, is referred to as a clone.",11,7,4
Human Cloning,We seek any information on human cloning including claims of the production of the first human clone.,The Science Of Human Cloning: How Far We've Come And How ...,https://www.medicaldaily.com/science-human-cloning-how-far-weve-come-and-how-far-were-capable-going-340006,"The body of the world's first cloned sheep, Dolly, is now stuffed and on display at the Museum of Scotland Neil Turner CC BY-NC-ND 2.0. We Can Do It, But Is It Safe? It would be theoretically possible to clone humans, but, to date, there are no records of an actual fully developed human ever being cloned, Live Science reported. The closest we have come to this is the 1997 cloning of our closet ...",11,11,0
Human Cloning,We seek any information on human cloning including claims of the production of the first human clone.,Human cloning,https://humancloning.org/,Human Cloning Ancestry Quality resources from cloning to DNA and ancestors,9,8,1
Human Cloning,We seek any information on human cloning including claims of the production of the first human clone.,Human Cloning | Center for Genetics and Society,https://www.geneticsandsociety.org/topics/human-cloning,"Gallup released its annual Values and Beliefs survey on June 4th. This is the 18th year in which Gallup has conducted its poll about the moral acceptability of various topics, including human cloning, animal cloning, and (since 2002) medical research using stem cells obtained from human embryos.",9,8,1
